"trial","tau","sim","rew_arm1","rew_arm2","estmu_arm1","estmu_arm2","exploit_choice","choice","rew_obs"
1,2,1,23,4,NA,NA,NA,1,23
2,2,1,1,-1,23,NA,NA,2,-1
3,2,1,10,-8,23,-1,1,1,10
4,2,1,34,28,16.5,-1,1,1,34
5,2,1,10,-2,22.3333333333333,-1,1,1,10
6,2,1,-26,4,19.25,-1,1,1,-26
7,2,1,6,-18,10.2,-1,1,1,6
8,2,1,9,-5,9.5,-1,1,1,9
9,2,1,-23,-2,9.42857142857143,-1,1,1,-23
10,2,1,13,-5,5.375,-1,1,1,13
11,2,1,25,-7,6.22222222222222,-1,1,1,25
12,2,1,16,3,8.1,-1,1,1,16
13,2,1,-10,-16,8.81818181818182,-1,1,1,-10
14,2,1,1,-11,7.25,-1,1,1,1
15,2,1,-4,21,6.76923076923077,-1,1,1,-4
16,2,1,5,-31,6,-1,1,1,5
17,2,1,-5,-5,5.93333333333333,-1,1,1,-5
18,2,1,11,5,5.25,-1,1,1,11
19,2,1,10,-29,5.58823529411765,-1,1,1,10
20,2,1,21,-15,5.83333333333333,-1,1,1,21
21,2,1,5,-17,6.63157894736842,-1,1,1,5
22,2,1,-10,0,6.55,-1,1,1,-10
23,2,1,-16,2,5.76190476190476,-1,1,1,-16
24,2,1,-25,2,4.77272727272727,-1,1,1,-25
25,2,1,1,6,3.47826086956522,-1,1,1,1
1,2,2,3,-18,NA,NA,NA,2,-18
2,2,2,13,-24,NA,-18,NA,1,13
3,2,2,20,-28,13,-18,1,1,20
4,2,2,-6,-3,16.5,-18,1,1,-6
5,2,2,-7,11,9,-18,1,1,-7
6,2,2,7,-3,5,-18,1,1,7
7,2,2,13,5,5.4,-18,1,1,13
8,2,2,3,-26,6.66666666666667,-18,1,1,3
9,2,2,-4,-14,6.14285714285714,-18,1,1,-4
10,2,2,-18,-14,4.875,-18,1,1,-18
11,2,2,-1,14,2.33333333333333,-18,1,1,-1
12,2,2,23,-15,2,-18,1,1,23
13,2,2,26,-35,3.90909090909091,-18,1,1,26
14,2,2,18,-15,5.75,-18,1,1,18
15,2,2,-10,35,6.69230769230769,-18,1,1,-10
16,2,2,46,-18,5.5,-18,1,1,46
17,2,2,15,7,8.2,-18,1,1,15
18,2,2,9,-20,8.625,-18,1,1,9
19,2,2,3,5,8.64705882352941,-18,1,1,3
20,2,2,-20,-28,8.33333333333333,-18,1,1,-20
21,2,2,33,5,6.8421052631579,-18,1,1,33
22,2,2,-17,-19,8.15,-18,1,1,-17
23,2,2,26,-16,6.95238095238095,-18,1,1,26
24,2,2,-12,3,7.81818181818182,-18,1,1,-12
25,2,2,22,-15,6.95652173913044,-18,1,1,22
1,2,3,-4,-41,NA,NA,NA,2,-41
2,2,3,-27,30,NA,-41,NA,2,30
3,2,3,3,-10,NA,-5.5,NA,1,3
4,2,3,-18,8,3,-5.5,1,1,-18
5,2,3,-1,-3,-7.5,-5.5,1,2,-3
6,2,3,11,12,-7.5,-4.66666666666667,1,2,12
7,2,3,-6,-10,-7.5,-0.5,1,2,-10
8,2,3,18,8,-7.5,-2.4,1,2,8
9,2,3,-17,-12,-7.5,-0.666666666666667,1,2,-12
10,2,3,28,-22,-7.5,-2.28571428571429,1,2,-22
11,2,3,-5,-20,-7.5,-4.75,1,2,-20
12,2,3,11,-27,-7.5,-6.44444444444445,1,2,-27
13,2,3,13,-16,-7.5,-8.5,0,2,-16
14,2,3,4,-5,-7.5,-9.18181818181818,0,2,-5
15,2,3,13,-10,-7.5,-8.83333333333333,0,2,-10
16,2,3,-1,12,-7.5,-8.92307692307692,0,2,12
17,2,3,-9,3,-7.5,-7.42857142857143,0,1,-9
18,2,3,5,1,-8,-7.42857142857143,1,2,1
19,2,3,12,-27,-8,-6.86666666666667,0,1,12
20,2,3,-2,17,-3,-6.86666666666667,1,1,-2
21,2,3,-3,-36,-2.8,-6.86666666666667,0,2,-36
22,2,3,2,-10,-2.8,-8.6875,1,1,2
23,2,3,21,-2,-2,-8.6875,1,1,21
24,2,3,-20,15,1.28571428571429,-8.6875,1,1,-20
25,2,3,-7,-8,-1.375,-8.6875,1,1,-7
1,2,4,12,18,NA,NA,NA,1,12
2,2,4,-20,-2,12,NA,NA,2,-2
3,2,4,22,-10,12,-2,1,1,22
4,2,4,11,-18,17,-2,1,1,11
5,2,4,-14,15,15,-2,1,1,-14
6,2,4,0,4,7.75,-2,1,1,0
7,2,4,8,-26,6.2,-2,1,1,8
8,2,4,1,-1,6.5,-2,1,1,1
9,2,4,-9,27,5.71428571428571,-2,1,1,-9
10,2,4,7,12,3.875,-2,1,1,7
11,2,4,-18,-26,4.22222222222222,-2,1,1,-18
12,2,4,1,-5,2,-2,1,1,1
13,2,4,5,-6,1.90909090909091,-2,1,1,5
14,2,4,6,-6,2.16666666666667,-2,0,2,-6
15,2,4,15,-23,2.16666666666667,-4,1,1,15
16,2,4,15,-42,3.15384615384615,-4,1,1,15
17,2,4,2,-7,4,-4,1,1,2
18,2,4,19,-15,3.86666666666667,-4,1,1,19
19,2,4,-4,-30,4.8125,-4,1,1,-4
20,2,4,18,-18,4.29411764705882,-4,1,1,18
21,2,4,-8,-6,5.05555555555555,-4,1,1,-8
22,2,4,-15,-21,4.36842105263158,-4,1,1,-15
23,2,4,8,3,3.4,-4,1,1,8
24,2,4,10,-34,3.61904761904762,-4,1,1,10
25,2,4,8,0,3.90909090909091,-4,1,1,8
1,2,5,-11,14,NA,NA,NA,1,-11
2,2,5,28,-1,-11,NA,NA,2,-1
3,2,5,-12,3,-11,-1,1,2,3
4,2,5,10,0,-11,1,1,2,0
5,2,5,14,24,-11,0.666666666666667,1,2,24
6,2,5,13,8,-11,6.5,1,2,8
7,2,5,18,-4,-11,6.8,1,2,-4
8,2,5,-11,33,-11,5,1,2,33
9,2,5,13,-16,-11,9,1,2,-16
10,2,5,9,-16,-11,5.875,1,2,-16
11,2,5,13,5,-11,3.44444444444445,1,2,5
12,2,5,-8,4,-11,3.6,1,2,4
13,2,5,-13,-5,-11,3.63636363636364,1,2,-5
14,2,5,17,16,-11,2.91666666666667,1,2,16
15,2,5,15,-14,-11,3.92307692307692,1,2,-14
16,2,5,-27,-21,-11,2.64285714285714,1,2,-21
17,2,5,2,-6,-11,1.06666666666667,1,2,-6
18,2,5,9,-17,-11,0.625,1,2,-17
19,2,5,8,12,-11,-0.411764705882353,1,2,12
20,2,5,9,9,-11,0.277777777777777,1,2,9
21,2,5,10,12,-11,0.736842105263158,1,2,12
22,2,5,9,20,-11,1.3,1,2,20
23,2,5,-13,6,-11,2.19047619047619,1,2,6
24,2,5,5,2,-11,2.36363636363636,1,2,2
25,2,5,11,6,-11,2.34782608695652,1,2,6
1,2,6,26,-5,NA,NA,NA,1,26
2,2,6,38,-12,26,NA,NA,1,38
3,2,6,4,31,32,NA,NA,2,31
4,2,6,-11,23,32,31,1,1,-11
5,2,6,3,-29,17.6666666666667,31,1,2,-29
6,2,6,0,-24,17.6666666666667,1,1,1,0
7,2,6,1,12,13.25,1,1,1,1
8,2,6,10,-1,10.8,1,1,1,10
9,2,6,23,-7,10.6666666666667,1,1,1,23
10,2,6,2,-23,12.4285714285714,1,1,1,2
11,2,6,14,-5,11.125,1,1,1,14
12,2,6,30,-15,11.4444444444444,1,1,1,30
13,2,6,4,-2,13.3,1,1,1,4
14,2,6,3,-1,12.4545454545455,1,1,1,3
15,2,6,2,-26,11.6666666666667,1,1,1,2
16,2,6,43,0,10.9230769230769,1,1,1,43
17,2,6,-2,7,13.2142857142857,1,1,1,-2
18,2,6,-7,-11,12.2,1,1,1,-7
19,2,6,19,6,11,1,1,1,19
20,2,6,-9,17,11.4705882352941,1,1,1,-9
21,2,6,-15,-13,10.3333333333333,1,1,1,-15
22,2,6,9,-8,9,1,1,1,9
23,2,6,11,12,9,1,1,1,11
24,2,6,2,-28,9.0952380952381,1,1,1,2
25,2,6,9,0,8.77272727272727,1,1,1,9
1,2,7,-20,0,NA,NA,NA,2,0
2,2,7,30,-6,NA,0,NA,2,-6
3,2,7,-3,16,NA,-3,NA,2,16
4,2,7,17,4,NA,3.33333333333333,NA,2,4
5,2,7,-10,-18,NA,3.5,NA,1,-10
6,2,7,18,-10,-10,3.5,1,2,-10
7,2,7,24,-16,-10,0.8,1,2,-16
8,2,7,8,18,-10,-2,1,2,18
9,2,7,-11,-1,-10,0.857142857142857,1,2,-1
10,2,7,2,-7,-10,0.625,1,2,-7
11,2,7,11,15,-10,-0.222222222222222,1,2,15
12,2,7,-1,-23,-10,1.3,1,2,-23
13,2,7,19,-23,-10,-0.909090909090909,1,2,-23
14,2,7,3,-9,-10,-2.75,1,2,-9
15,2,7,33,-4,-10,-3.23076923076923,1,2,-4
16,2,7,26,-3,-10,-3.28571428571429,1,2,-3
17,2,7,10,-14,-10,-3.26666666666667,1,2,-14
18,2,7,14,-4,-10,-3.9375,1,2,-4
19,2,7,6,-15,-10,-3.94117647058824,1,2,-15
20,2,7,20,-3,-10,-4.55555555555555,1,2,-3
21,2,7,-25,-4,-10,-4.47368421052632,1,2,-4
22,2,7,10,15,-10,-4.45,1,2,15
23,2,7,18,-11,-10,-3.52380952380952,1,2,-11
24,2,7,7,-1,-10,-3.86363636363636,1,2,-1
25,2,7,4,2,-10,-3.73913043478261,1,2,2
1,2,8,-24,-24,NA,NA,NA,2,-24
2,2,8,10,-3,NA,-24,NA,2,-3
3,2,8,-23,-10,NA,-13.5,NA,1,-23
4,2,8,-13,-17,-23,-13.5,1,2,-17
5,2,8,-7,-11,-23,-14.6666666666667,1,2,-11
6,2,8,-1,-2,-23,-13.75,1,2,-2
7,2,8,25,-14,-23,-11.4,1,2,-14
8,2,8,37,-18,-23,-11.8333333333333,1,2,-18
9,2,8,9,6,-23,-12.7142857142857,1,2,6
10,2,8,11,-11,-23,-10.375,1,2,-11
11,2,8,-3,-7,-23,-10.4444444444444,1,2,-7
12,2,8,0,-7,-23,-10.1,1,2,-7
13,2,8,4,-3,-23,-9.81818181818182,1,2,-3
14,2,8,-12,6,-23,-9.25,1,2,6
15,2,8,9,-24,-23,-8.07692307692308,1,2,-24
16,2,8,-14,0,-23,-9.21428571428572,1,2,0
17,2,8,-8,-14,-23,-8.6,1,2,-14
18,2,8,26,-3,-23,-8.9375,1,2,-3
19,2,8,-23,22,-23,-8.58823529411765,1,2,22
20,2,8,24,-9,-23,-6.88888888888889,1,2,-9
21,2,8,0,-4,-23,-7,1,2,-4
22,2,8,-6,0,-23,-6.85,1,2,0
23,2,8,20,0,-23,-6.52380952380952,1,2,0
24,2,8,-11,-17,-23,-6.22727272727273,1,2,-17
25,2,8,12,-12,-23,-6.69565217391304,1,2,-12
1,2,9,33,3,NA,NA,NA,2,3
2,2,9,-1,5,NA,3,NA,2,5
3,2,9,25,18,NA,4,NA,2,18
4,2,9,-8,0,NA,8.66666666666667,NA,2,0
5,2,9,3,-26,NA,6.5,NA,2,-26
6,2,9,31,-2,NA,0,NA,2,-2
7,2,9,-14,-7,NA,-0.333333333333334,NA,2,-7
8,2,9,-1,-23,NA,-1.28571428571429,NA,2,-23
9,2,9,-10,2,NA,-4,NA,1,-10
10,2,9,19,8,-10,-4,1,2,8
11,2,9,2,0,-10,-2.66666666666667,0,1,2
12,2,9,-2,-14,-4,-2.66666666666667,1,2,-14
13,2,9,-15,6,-4,-3.8,0,1,-15
14,2,9,14,27,-7.66666666666667,-3.8,1,2,27
15,2,9,1,17,-7.66666666666667,-1,1,2,17
16,2,9,14,12,-7.66666666666667,0.5,1,2,12
17,2,9,14,-8,-7.66666666666667,1.38461538461538,1,2,-8
18,2,9,12,5,-7.66666666666667,0.714285714285714,1,2,5
19,2,9,12,-9,-7.66666666666667,1,1,2,-9
20,2,9,18,-23,-7.66666666666667,0.375,1,2,-23
21,2,9,24,-15,-7.66666666666667,-1,1,2,-15
22,2,9,5,0,-7.66666666666667,-1.77777777777778,1,2,0
23,2,9,10,-1,-7.66666666666667,-1.68421052631579,1,2,-1
24,2,9,-5,-27,-7.66666666666667,-1.65,1,2,-27
25,2,9,9,-13,-7.66666666666667,-2.85714285714286,1,2,-13
1,2,10,3,-6,NA,NA,NA,1,3
2,2,10,-12,-9,3,NA,NA,2,-9
3,2,10,7,17,3,-9,1,1,7
4,2,10,-7,12,5,-9,1,1,-7
5,2,10,26,-24,1,-9,1,1,26
6,2,10,15,2,7.25,-9,1,1,15
7,2,10,11,-14,8.8,-9,1,1,11
8,2,10,24,16,9.16666666666667,-9,1,1,24
9,2,10,-4,-13,11.2857142857143,-9,1,1,-4
10,2,10,-8,18,9.375,-9,1,1,-8
11,2,10,-9,-3,7.44444444444444,-9,1,1,-9
12,2,10,-7,11,5.8,-9,1,1,-7
13,2,10,5,-22,4.63636363636364,-9,1,1,5
14,2,10,8,-5,4.66666666666667,-9,1,1,8
15,2,10,-32,-8,4.92307692307692,-9,1,1,-32
16,2,10,27,22,2.28571428571429,-9,1,1,27
17,2,10,-11,7,3.93333333333333,-9,1,1,-11
18,2,10,14,-21,3,-9,1,1,14
19,2,10,-10,-9,3.64705882352941,-9,1,1,-10
20,2,10,13,17,2.88888888888889,-9,1,1,13
21,2,10,30,0,3.42105263157895,-9,1,1,30
22,2,10,-18,-13,4.75,-9,1,1,-18
23,2,10,-14,-24,3.66666666666667,-9,1,1,-14
24,2,10,27,-3,2.86363636363636,-9,1,1,27
25,2,10,-2,-20,3.91304347826087,-9,1,1,-2
1,2,11,20,13,NA,NA,NA,1,20
2,2,11,24,-22,20,NA,NA,2,-22
3,2,11,-2,-12,20,-22,1,1,-2
4,2,11,15,17,9,-22,1,1,15
5,2,11,1,-19,11,-22,1,1,1
6,2,11,5,-15,8.5,-22,1,1,5
7,2,11,25,-12,7.8,-22,1,1,25
8,2,11,-10,9,10.6666666666667,-22,1,1,-10
9,2,11,23,-17,7.71428571428571,-22,1,1,23
10,2,11,7,-3,9.625,-22,1,1,7
11,2,11,10,0,9.33333333333333,-22,1,1,10
12,2,11,22,-1,9.4,-22,1,1,22
13,2,11,7,-15,10.5454545454545,-22,1,1,7
14,2,11,8,-9,10.25,-22,1,1,8
15,2,11,0,2,10.0769230769231,-22,1,1,0
16,2,11,7,-11,9.35714285714286,-22,1,1,7
17,2,11,5,12,9.2,-22,1,1,5
18,2,11,-8,-28,8.9375,-22,1,1,-8
19,2,11,-5,-14,7.94117647058824,-22,1,1,-5
20,2,11,1,-9,7.22222222222222,-22,1,1,1
21,2,11,3,4,6.89473684210526,-22,1,1,3
22,2,11,-13,7,6.7,-22,1,1,-13
23,2,11,22,1,5.76190476190476,-22,1,1,22
24,2,11,2,-25,6.5,-22,1,1,2
25,2,11,0,-15,6.30434782608696,-22,1,1,0
1,2,12,19,-10,NA,NA,NA,1,19
2,2,12,12,5,19,NA,NA,1,12
3,2,12,17,3,15.5,NA,NA,2,3
4,2,12,31,-21,15.5,3,1,1,31
5,2,12,2,11,20.6666666666667,3,1,1,2
6,2,12,-5,-3,16,3,1,1,-5
7,2,12,-12,-23,11.8,3,0,2,-23
8,2,12,28,-10,11.8,-10,1,1,28
9,2,12,13,-6,14.5,-10,1,1,13
10,2,12,-16,-5,14.2857142857143,-10,1,1,-16
11,2,12,24,-20,10.5,-10,1,1,24
12,2,12,36,-4,12,-10,1,1,36
13,2,12,25,23,14.4,-10,1,1,25
14,2,12,-14,-14,15.3636363636364,-10,1,1,-14
15,2,12,-11,0,12.9166666666667,-10,1,1,-11
16,2,12,-11,2,11.0769230769231,-10,1,1,-11
17,2,12,3,10,9.5,-10,1,1,3
18,2,12,4,-10,9.06666666666667,-10,1,1,4
19,2,12,4,-14,8.75,-10,1,1,4
20,2,12,4,-4,8.47058823529412,-10,1,1,4
21,2,12,10,20,8.22222222222222,-10,1,1,10
22,2,12,-4,16,8.31578947368421,-10,1,1,-4
23,2,12,-8,-3,7.7,-10,1,1,-8
24,2,12,6,6,6.95238095238095,-10,1,1,6
25,2,12,1,-6,6.90909090909091,-10,1,1,1
1,2,13,12,-22,NA,NA,NA,1,12
2,2,13,9,-1,12,NA,NA,2,-1
3,2,13,1,11,12,-1,1,1,1
4,2,13,-14,11,6.5,-1,1,1,-14
5,2,13,-30,15,-0.333333333333333,-1,0,2,15
6,2,13,-37,-25,-0.333333333333333,7,1,2,-25
7,2,13,15,12,-0.333333333333333,-3.66666666666667,1,1,15
8,2,13,-9,0,3.5,-3.66666666666667,1,1,-9
9,2,13,-2,6,1,-3.66666666666667,1,1,-2
10,2,13,0,-15,0.5,-3.66666666666667,1,1,0
11,2,13,9,-10,0.428571428571428,-3.66666666666667,1,1,9
12,2,13,13,-10,1.5,-3.66666666666667,1,1,13
13,2,13,6,-1,2.77777777777778,-3.66666666666667,1,1,6
14,2,13,8,7,3.1,-3.66666666666667,1,1,8
15,2,13,18,0,3.54545454545455,-3.66666666666667,1,1,18
16,2,13,14,9,4.75,-3.66666666666667,1,1,14
17,2,13,10,17,5.46153846153846,-3.66666666666667,1,1,10
18,2,13,29,-2,5.78571428571429,-3.66666666666667,1,1,29
19,2,13,7,-13,7.33333333333333,-3.66666666666667,1,1,7
20,2,13,16,-17,7.3125,-3.66666666666667,1,1,16
21,2,13,6,-14,7.82352941176471,-3.66666666666667,1,1,6
22,2,13,19,-17,7.72222222222222,-3.66666666666667,1,1,19
23,2,13,6,-2,8.31578947368421,-3.66666666666667,1,1,6
24,2,13,-3,0,8.2,-3.66666666666667,1,1,-3
25,2,13,17,0,7.66666666666667,-3.66666666666667,1,1,17
1,2,14,-24,3,NA,NA,NA,2,3
2,2,14,10,-10,NA,3,NA,1,10
3,2,14,4,-2,10,3,1,1,4
4,2,14,-1,19,7,3,1,1,-1
5,2,14,9,-14,4.33333333333333,3,1,1,9
6,2,14,6,-27,5.5,3,1,1,6
7,2,14,18,-1,5.6,3,1,1,18
8,2,14,21,-8,7.66666666666667,3,1,1,21
9,2,14,-9,11,9.57142857142857,3,1,1,-9
10,2,14,-9,-14,7.25,3,1,1,-9
11,2,14,23,0,5.44444444444444,3,1,1,23
12,2,14,-6,-6,7.2,3,0,2,-6
13,2,14,-15,-17,7.2,-1.5,1,1,-15
14,2,14,26,1,5.18181818181818,-1.5,1,1,26
15,2,14,-3,12,6.91666666666667,-1.5,1,1,-3
16,2,14,6,-9,6.15384615384615,-1.5,1,1,6
17,2,14,-17,-4,6.14285714285714,-1.5,1,1,-17
18,2,14,-5,-8,4.6,-1.5,1,1,-5
19,2,14,-19,-1,4,-1.5,1,1,-19
20,2,14,-28,-1,2.64705882352941,-1.5,0,2,-1
21,2,14,0,-25,2.64705882352941,-1.33333333333333,0,2,-25
22,2,14,14,2,2.64705882352941,-7.25,1,1,14
23,2,14,10,-19,3.27777777777778,-7.25,1,1,10
24,2,14,20,8,3.63157894736842,-7.25,1,1,20
25,2,14,10,16,4.45,-7.25,1,1,10
1,2,15,8,-7,NA,NA,NA,2,-7
2,2,15,3,5,NA,-7,NA,1,3
3,2,15,2,-17,3,-7,1,1,2
4,2,15,-16,-1,2.5,-7,1,1,-16
5,2,15,30,7,-3.66666666666667,-7,0,2,7
6,2,15,-21,6,-3.66666666666667,0,1,2,6
7,2,15,-6,8,-3.66666666666667,2,1,2,8
8,2,15,11,-6,-3.66666666666667,3.5,1,2,-6
9,2,15,-4,35,-3.66666666666667,1.6,0,1,-4
10,2,15,6,14,-3.75,1.6,1,2,14
11,2,15,17,12,-3.75,3.66666666666667,1,2,12
12,2,15,18,2,-3.75,4.85714285714286,1,2,2
13,2,15,43,-15,-3.75,4.5,1,2,-15
14,2,15,-5,2,-3.75,2.33333333333333,1,2,2
15,2,15,-8,14,-3.75,2.3,1,2,14
16,2,15,-2,-7,-3.75,3.36363636363636,1,2,-7
17,2,15,-2,2,-3.75,2.5,0,1,-2
18,2,15,12,11,-3.4,2.5,1,2,11
19,2,15,14,-23,-3.4,3.15384615384615,1,2,-23
20,2,15,-26,11,-3.4,1.28571428571429,1,2,11
21,2,15,-16,4,-3.4,1.93333333333333,1,2,4
22,2,15,-25,-17,-3.4,2.0625,1,2,-17
23,2,15,3,-23,-3.4,0.941176470588235,1,2,-23
24,2,15,15,-24,-3.4,-0.388888888888889,1,2,-24
25,2,15,-11,-14,-3.4,-1.63157894736842,1,2,-14
1,2,16,19,-1,NA,NA,NA,2,-1
2,2,16,9,-28,NA,-1,NA,1,9
3,2,16,-11,-27,9,-1,1,1,-11
4,2,16,-3,-30,-1,-1,NA,2,-30
5,2,16,-17,-4,-1,-15.5,1,1,-17
6,2,16,-13,-28,-6.33333333333333,-15.5,1,1,-13
7,2,16,16,1,-8,-15.5,1,1,16
8,2,16,-5,-15,-3.2,-15.5,1,1,-5
9,2,16,-9,-48,-3.5,-15.5,1,1,-9
10,2,16,1,-8,-4.28571428571429,-15.5,1,1,1
11,2,16,7,27,-3.625,-15.5,1,1,7
12,2,16,-14,-3,-2.44444444444444,-15.5,1,1,-14
13,2,16,7,-4,-3.6,-15.5,1,1,7
14,2,16,25,6,-2.63636363636364,-15.5,1,1,25
15,2,16,-10,-30,-0.333333333333333,-15.5,1,1,-10
16,2,16,0,-4,-1.07692307692308,-15.5,1,1,0
17,2,16,1,7,-1,-15.5,1,1,1
18,2,16,-5,-6,-0.866666666666666,-15.5,1,1,-5
19,2,16,4,-2,-1.125,-15.5,1,1,4
20,2,16,23,-16,-0.823529411764705,-15.5,1,1,23
21,2,16,-20,-34,0.5,-15.5,1,1,-20
22,2,16,14,1,-0.578947368421052,-15.5,1,1,14
23,2,16,-17,-17,0.150000000000001,-15.5,1,1,-17
24,2,16,5,-4,-0.666666666666666,-15.5,1,1,5
25,2,16,6,0,-0.409090909090909,-15.5,1,1,6
1,2,17,16,-9,NA,NA,NA,1,16
2,2,17,8,-34,16,NA,NA,2,-34
3,2,17,12,0,16,-34,1,1,12
4,2,17,6,-22,14,-34,1,1,6
5,2,17,2,-31,11.3333333333333,-34,1,1,2
6,2,17,0,-14,9,-34,1,1,0
7,2,17,-3,-12,7.2,-34,1,1,-3
8,2,17,21,-2,5.5,-34,1,1,21
9,2,17,-9,-8,7.71428571428571,-34,1,1,-9
10,2,17,11,-11,5.625,-34,1,1,11
11,2,17,6,-13,6.22222222222222,-34,1,1,6
12,2,17,14,5,6.2,-34,1,1,14
13,2,17,9,-15,6.90909090909091,-34,1,1,9
14,2,17,10,21,7.08333333333333,-34,1,1,10
15,2,17,12,6,7.30769230769231,-34,1,1,12
16,2,17,10,1,7.64285714285714,-34,1,1,10
17,2,17,-13,-20,7.8,-34,1,1,-13
18,2,17,10,5,6.5,-34,1,1,10
19,2,17,14,-12,6.70588235294118,-34,1,1,14
20,2,17,4,-15,7.11111111111111,-34,1,1,4
21,2,17,8,-7,6.94736842105263,-34,1,1,8
22,2,17,2,-15,7,-34,1,1,2
23,2,17,-4,27,6.76190476190476,-34,1,1,-4
24,2,17,18,-10,6.27272727272727,-34,1,1,18
25,2,17,12,-17,6.78260869565217,-34,1,1,12
1,2,18,7,-14,NA,NA,NA,2,-14
2,2,18,-17,-14,NA,-14,NA,1,-17
3,2,18,11,-1,-17,-14,1,2,-1
4,2,18,9,0,-17,-7.5,1,2,0
5,2,18,27,5,-17,-5,1,2,5
6,2,18,21,14,-17,-2.5,1,2,14
7,2,18,-6,4,-17,0.799999999999999,1,2,4
8,2,18,20,25,-17,1.33333333333333,1,2,25
9,2,18,14,-5,-17,4.71428571428571,1,2,-5
10,2,18,6,-6,-17,3.5,1,2,-6
11,2,18,23,-7,-17,2.44444444444445,1,2,-7
12,2,18,4,-27,-17,1.5,1,2,-27
13,2,18,22,-38,-17,-1.09090909090909,1,2,-38
14,2,18,14,-2,-17,-4.16666666666667,1,2,-2
15,2,18,30,-17,-17,-4,1,2,-17
16,2,18,-9,-2,-17,-4.92857142857143,1,2,-2
17,2,18,15,2,-17,-4.73333333333333,1,2,2
18,2,18,-8,-8,-17,-4.3125,1,2,-8
19,2,18,17,-11,-17,-4.52941176470588,1,2,-11
20,2,18,15,-16,-17,-4.88888888888889,1,2,-16
21,2,18,-10,-8,-17,-5.47368421052632,1,2,-8
22,2,18,9,-2,-17,-5.6,1,2,-2
23,2,18,38,-1,-17,-5.42857142857143,1,2,-1
24,2,18,31,5,-17,-5.22727272727273,1,2,5
25,2,18,-24,-23,-17,-4.78260869565217,1,2,-23
1,2,19,17,-7,NA,NA,NA,1,17
2,2,19,-13,-5,17,NA,NA,2,-5
3,2,19,24,7,17,-5,1,1,24
4,2,19,10,-35,20.5,-5,1,1,10
5,2,19,-10,-12,17,-5,1,1,-10
6,2,19,-10,-4,10.25,-5,1,1,-10
7,2,19,8,7,6.2,-5,1,1,8
8,2,19,9,-4,6.5,-5,1,1,9
9,2,19,7,-5,6.85714285714286,-5,1,1,7
10,2,19,14,-2,6.875,-5,1,1,14
11,2,19,-7,20,7.66666666666667,-5,1,1,-7
12,2,19,22,-1,6.2,-5,1,1,22
13,2,19,1,18,7.63636363636364,-5,1,1,1
14,2,19,0,-16,7.08333333333333,-5,1,1,0
15,2,19,27,-22,6.53846153846154,-5,1,1,27
16,2,19,-5,15,8,-5,1,1,-5
17,2,19,-3,-16,7.13333333333333,-5,1,1,-3
18,2,19,13,-21,6.5,-5,1,1,13
19,2,19,-16,-11,6.88235294117647,-5,1,1,-16
20,2,19,4,6,5.61111111111111,-5,1,1,4
21,2,19,-14,-15,5.52631578947368,-5,1,1,-14
22,2,19,-4,-13,4.55,-5,1,1,-4
23,2,19,8,-19,4.14285714285714,-5,1,1,8
24,2,19,5,8,4.31818181818182,-5,1,1,5
25,2,19,27,-21,4.34782608695652,-5,1,1,27
1,2,20,10,11,NA,NA,NA,1,10
2,2,20,12,-16,10,NA,NA,1,12
3,2,20,-3,3,11,NA,NA,1,-3
4,2,20,-19,4,6.33333333333333,NA,NA,2,4
5,2,20,5,4,6.33333333333333,4,1,1,5
6,2,20,-5,-19,6,4,1,1,-5
7,2,20,-4,13,3.8,4,0,1,-4
8,2,20,0,-2,2.5,4,1,2,-2
9,2,20,19,-25,2.5,1,1,1,19
10,2,20,25,-2,4.85714285714286,1,1,1,25
11,2,20,-9,-10,7.375,1,1,1,-9
12,2,20,-16,-15,5.55555555555556,1,1,1,-16
13,2,20,-4,11,3.4,1,0,2,11
14,2,20,-15,14,3.4,4.33333333333333,1,2,14
15,2,20,4,-6,3.4,6.75,1,2,-6
16,2,20,16,9,3.4,4.2,1,2,9
17,2,20,16,-21,3.4,5,1,2,-21
18,2,20,22,13,3.4,1.28571428571429,1,1,22
19,2,20,3,9,5.09090909090909,1.28571428571429,1,1,3
20,2,20,11,-28,4.91666666666667,1.28571428571429,0,2,-28
21,2,20,-9,-7,4.91666666666667,-2.375,1,1,-9
22,2,20,9,-19,3.84615384615385,-2.375,1,1,9
23,2,20,8,0,4.21428571428571,-2.375,1,1,8
24,2,20,13,-4,4.46666666666667,-2.375,1,1,13
25,2,20,-1,2,5,-2.375,1,1,-1
1,2,21,12,3,NA,NA,NA,1,12
2,2,21,-13,-12,12,NA,NA,2,-12
3,2,21,11,-5,12,-12,1,1,11
4,2,21,14,-3,11.5,-12,1,1,14
5,2,21,26,3,12.3333333333333,-12,1,1,26
6,2,21,21,6,15.75,-12,1,1,21
7,2,21,2,-13,16.8,-12,1,1,2
8,2,21,-2,-26,14.3333333333333,-12,1,1,-2
9,2,21,0,-21,12,-12,1,1,0
10,2,21,11,22,10.5,-12,1,1,11
11,2,21,-4,2,10.5555555555556,-12,1,1,-4
12,2,21,5,-19,9.1,-12,1,1,5
13,2,21,2,12,8.72727272727273,-12,1,1,2
14,2,21,3,15,8.16666666666667,-12,1,1,3
15,2,21,-3,11,7.76923076923077,-12,1,1,-3
16,2,21,10,-2,7,-12,1,1,10
17,2,21,8,-1,7.2,-12,1,1,8
