"trial","tau","sim","rew_arm1","rew_arm2","estmu_arm1","estmu_arm2","exploit_choice","choice","rew_obs"
16,26,622,8,-3,-1.875,-10.5714285714286,0,2,-3
17,26,622,-12,27,-1.875,-9.625,0,2,27
18,26,622,8,-13,-1.875,-5.55555555555555,0,2,-13
19,26,622,7,-3,-1.875,-6.3,0,2,-3
20,26,622,2,0,-1.875,-6,0,2,0
21,26,622,23,5,-1.875,-5.5,1,1,23
22,26,622,5,-21,0.888888888888888,-5.5,1,1,5
23,26,622,-1,0,1.3,-5.5,1,1,-1
24,26,622,17,-1,1.09090909090909,-5.5,0,2,-1
25,26,622,-16,1,1.09090909090909,-5.15384615384615,1,1,-16
1,26,623,4,0,NA,NA,NA,2,0
2,26,623,4,-7,NA,0,NA,2,-7
3,26,623,9,-14,NA,-3.5,NA,2,-14
4,26,623,0,-35,NA,-7,NA,2,-35
5,26,623,4,-4,NA,-14,NA,2,-4
6,26,623,5,12,NA,-12,NA,1,5
7,26,623,-22,-6,5,-12,1,1,-22
8,26,623,-7,8,-8.5,-12,0,2,8
9,26,623,20,-14,-8.5,-8.66666666666667,1,1,20
10,26,623,-4,-13,1,-8.66666666666667,1,1,-4
11,26,623,27,-17,-0.25,-8.66666666666667,0,2,-17
12,26,623,13,-38,-0.25,-9.85714285714286,1,1,13
13,26,623,8,13,2.4,-9.85714285714286,1,1,8
14,26,623,-6,1,3.33333333333333,-9.85714285714286,0,2,1
15,26,623,4,10,3.33333333333333,-8.5,1,1,4
16,26,623,-16,-6,3.42857142857143,-8.5,1,1,-16
17,26,623,34,-18,1,-8.5,0,2,-18
18,26,623,-7,10,1,-9.55555555555556,0,2,10
19,26,623,4,4,1,-7.6,0,2,4
20,26,623,0,-12,1,-6.54545454545454,1,1,0
21,26,623,26,2,0.888888888888889,-6.54545454545454,1,1,26
22,26,623,4,-20,3.4,-6.54545454545454,0,2,-20
23,26,623,-8,-21,3.4,-7.66666666666667,1,1,-8
24,26,623,13,-21,2.36363636363636,-7.66666666666667,1,1,13
25,26,623,15,10,3.25,-7.66666666666667,0,2,10
1,26,624,-3,2,NA,NA,NA,1,-3
2,26,624,4,23,-3,NA,NA,1,4
3,26,624,11,-3,0.5,NA,NA,1,11
4,26,624,21,-9,4,NA,NA,1,21
5,26,624,33,-22,8.25,NA,NA,2,-22
6,26,624,-2,-6,8.25,-22,1,1,-2
7,26,624,26,0,6.2,-22,1,1,26
8,26,624,5,-26,9.5,-22,1,1,5
9,26,624,-9,-41,8.85714285714286,-22,1,1,-9
10,26,624,-4,20,6.625,-22,0,2,20
11,26,624,4,15,6.625,-1,1,1,4
12,26,624,0,-21,6.33333333333333,-1,1,1,0
13,26,624,2,3,5.7,-1,0,2,3
14,26,624,27,-8,5.7,0.333333333333334,1,1,27
15,26,624,29,-23,7.63636363636364,0.333333333333334,0,2,-23
16,26,624,-22,5,7.63636363636364,-5.5,0,2,5
17,26,624,-2,6,7.63636363636364,-3.4,1,1,-2
18,26,624,2,35,6.83333333333333,-3.4,1,1,2
19,26,624,16,-27,6.46153846153846,-3.4,0,2,-27
20,26,624,6,2,6.46153846153846,-7.33333333333333,1,1,6
21,26,624,0,-13,6.42857142857143,-7.33333333333333,0,2,-13
22,26,624,20,21,6.42857142857143,-8.14285714285714,1,1,20
23,26,624,-12,-14,7.33333333333333,-8.14285714285714,0,2,-14
24,26,624,11,1,7.33333333333333,-8.875,1,1,11
25,26,624,4,-15,7.5625,-8.875,0,2,-15
1,26,625,-12,-18,NA,NA,NA,2,-18
2,26,625,32,-25,NA,-18,NA,1,32
3,26,625,2,-2,32,-18,0,2,-2
4,26,625,-6,0,32,-10,1,1,-6
5,26,625,2,-14,13,-10,1,1,2
6,26,625,32,24,9.33333333333333,-10,1,1,32
7,26,625,4,-19,15,-10,0,2,-19
8,26,625,20,-2,15,-13,1,1,20
9,26,625,2,-26,16,-13,0,2,-26
10,26,625,7,8,16,-16.25,1,1,7
11,26,625,2,-24,14.5,-16.25,1,1,2
12,26,625,27,-5,12.7142857142857,-16.25,1,1,27
13,26,625,0,-27,14.5,-16.25,0,2,-27
14,26,625,16,-7,14.5,-18.4,1,1,16
15,26,625,1,10,14.6666666666667,-18.4,1,1,1
16,26,625,-7,-36,13.3,-18.4,1,1,-7
17,26,625,29,-2,11.4545454545455,-18.4,1,1,29
18,26,625,7,13,12.9166666666667,-18.4,1,1,7
19,26,625,13,5,12.4615384615385,-18.4,1,1,13
20,26,625,-8,-4,12.5,-18.4,0,2,-4
21,26,625,0,-28,12.5,-16,1,1,0
22,26,625,30,-4,11.6666666666667,-16,1,1,30
23,26,625,-6,26,12.8125,-16,0,2,26
24,26,625,-8,4,12.8125,-10,1,1,-8
25,26,625,4,-8,11.5882352941176,-10,1,1,4
1,26,626,-11,-12,NA,NA,NA,1,-11
2,26,626,18,-21,-11,NA,NA,1,18
3,26,626,17,-12,3.5,NA,NA,1,17
4,26,626,-3,11,8,NA,NA,1,-3
5,26,626,8,-23,5.25,NA,NA,1,8
6,26,626,26,-1,5.8,NA,NA,1,26
7,26,626,18,-18,9.16666666666667,NA,NA,2,-18
8,26,626,-10,-3,9.16666666666667,-18,1,1,-10
9,26,626,-3,9,6.42857142857143,-18,1,1,-3
10,26,626,-6,-46,5.25,-18,1,1,-6
11,26,626,4,-4,4,-18,1,1,4
12,26,626,-5,14,4,-18,1,1,-5
13,26,626,-29,35,3.18181818181818,-18,1,1,-29
14,26,626,-14,-20,0.5,-18,1,1,-14
15,26,626,18,14,-0.615384615384616,-18,1,1,18
16,26,626,8,15,0.714285714285713,-18,1,1,8
17,26,626,10,-11,1.2,-18,1,1,10
18,26,626,25,-27,1.75,-18,1,1,25
19,26,626,9,9,3.11764705882353,-18,1,1,9
20,26,626,-9,-38,3.44444444444445,-18,1,1,-9
21,26,626,25,-8,2.78947368421053,-18,1,1,25
22,26,626,-18,-17,3.9,-18,1,1,-18
23,26,626,-5,-17,2.85714285714286,-18,1,1,-5
24,26,626,1,5,2.5,-18,0,2,5
25,26,626,15,-4,2.5,-6.5,1,1,15
1,26,627,6,-32,NA,NA,NA,2,-32
2,26,627,-4,-3,NA,-32,NA,2,-3
3,26,627,26,-9,NA,-17.5,NA,1,26
4,26,627,10,-6,26,-17.5,1,1,10
5,26,627,0,-26,18,-17.5,1,1,0
6,26,627,-13,-11,12,-17.5,1,1,-13
7,26,627,18,-5,5.75,-17.5,1,1,18
8,26,627,0,23,8.2,-17.5,1,1,0
9,26,627,0,-6,6.83333333333333,-17.5,1,1,0
10,26,627,6,-12,5.85714285714286,-17.5,0,2,-12
11,26,627,14,2,5.85714285714286,-15.6666666666667,1,1,14
12,26,627,36,5,6.875,-15.6666666666667,1,1,36
13,26,627,-20,-5,10.1111111111111,-15.6666666666667,0,2,-5
14,26,627,2,-6,10.1111111111111,-13,1,1,2
15,26,627,7,-26,9.3,-13,0,2,-26
16,26,627,15,-6,9.3,-15.6,1,1,15
17,26,627,17,-11,9.81818181818182,-15.6,1,1,17
18,26,627,11,-9,10.4166666666667,-15.6,0,2,-9
19,26,627,0,-30,10.4166666666667,-14.5,0,2,-30
20,26,627,-27,-29,10.4166666666667,-16.7142857142857,1,1,-27
21,26,627,17,22,7.53846153846154,-16.7142857142857,1,1,17
22,26,627,-5,-10,8.21428571428571,-16.7142857142857,1,1,-5
23,26,627,6,2,7.33333333333333,-16.7142857142857,1,1,6
24,26,627,3,11,7.25,-16.7142857142857,1,1,3
25,26,627,20,7,7,-16.7142857142857,0,2,7
1,26,628,-10,-10,NA,NA,NA,2,-10
2,26,628,8,-41,NA,-10,NA,1,8
3,26,628,-20,1,8,-10,0,2,1
4,26,628,26,-14,8,-4.5,1,1,26
5,26,628,-5,-23,17,-4.5,0,2,-23
6,26,628,-3,4,17,-10.6666666666667,0,2,4
7,26,628,-3,-17,17,-7,1,1,-3
8,26,628,22,-12,10.3333333333333,-7,1,1,22
9,26,628,13,-44,13.25,-7,0,2,-44
10,26,628,-10,5,13.25,-14.4,0,2,5
11,26,628,7,20,13.25,-11.1666666666667,1,1,7
12,26,628,-8,13,12,-11.1666666666667,1,1,-8
13,26,628,25,-19,8.66666666666667,-11.1666666666667,0,2,-19
14,26,628,-20,-36,8.66666666666667,-12.2857142857143,1,1,-20
15,26,628,22,11,4.57142857142857,-12.2857142857143,0,2,11
16,26,628,15,-13,4.57142857142857,-9.375,1,1,15
17,26,628,12,10,5.875,-9.375,1,1,12
18,26,628,3,-8,6.55555555555556,-9.375,1,1,3
19,26,628,3,-4,6.2,-9.375,1,1,3
20,26,628,0,-12,5.90909090909091,-9.375,1,1,0
21,26,628,12,10,5.41666666666667,-9.375,1,1,12
22,26,628,7,-22,5.92307692307692,-9.375,1,1,7
23,26,628,28,-25,6,-9.375,1,1,28
24,26,628,16,8,7.46666666666667,-9.375,0,2,8
25,26,628,-4,-19,7.46666666666667,-7.44444444444445,0,2,-19
1,26,629,-4,10,NA,NA,NA,2,10
2,26,629,-5,18,NA,10,NA,1,-5
3,26,629,-11,-6,-5,10,1,2,-6
4,26,629,11,-2,-5,2,1,2,-2
5,26,629,-2,-27,-5,0.666666666666667,0,1,-2
6,26,629,-12,-15,-3.5,0.666666666666667,0,1,-12
7,26,629,7,4,-6.33333333333333,0.666666666666667,1,2,4
8,26,629,17,7,-6.33333333333333,1.5,1,2,7
9,26,629,-12,14,-6.33333333333333,2.6,1,2,14
10,26,629,-5,-13,-6.33333333333333,4.5,0,1,-5
11,26,629,12,-3,-6,4.5,1,2,-3
12,26,629,2,-23,-6,3.42857142857143,0,1,2
13,26,629,6,-11,-4.4,3.42857142857143,1,2,-11
14,26,629,20,-19,-4.4,1.625,1,2,-19
15,26,629,10,-2,-4.4,-0.666666666666666,0,1,10
16,26,629,-12,-10,-2,-0.666666666666666,1,2,-10
17,26,629,2,-4,-2,-1.6,1,2,-4
18,26,629,26,-17,-2,-1.81818181818182,0,1,26
19,26,629,27,-16,2,-1.81818181818182,0,2,-16
20,26,629,2,-18,2,-3,1,1,2
21,26,629,2,4,2,-3,0,2,4
22,26,629,5,0,2,-2.46153846153846,0,2,0
23,26,629,22,-4,2,-2.28571428571429,0,2,-4
24,26,629,1,-16,2,-2.4,0,2,-16
25,26,629,31,10,2,-3.25,1,1,31
1,26,630,29,-22,NA,NA,NA,1,29
2,26,630,8,-25,29,NA,NA,1,8
3,26,630,12,-6,18.5,NA,NA,2,-6
4,26,630,26,-9,18.5,-6,0,2,-9
5,26,630,-3,25,18.5,-7.5,0,2,25
6,26,630,23,-10,18.5,3.33333333333333,1,1,23
7,26,630,-7,7,20,3.33333333333333,0,2,7
8,26,630,-8,3,20,4.25,0,2,3
9,26,630,9,-16,20,4,1,1,9
10,26,630,-1,0,17.25,4,1,1,-1
11,26,630,13,2,13.6,4,1,1,13
12,26,630,-24,-1,13.5,4,1,1,-24
13,26,630,10,11,8.14285714285714,4,1,1,10
14,26,630,19,-1,8.375,4,0,2,-1
15,26,630,1,-6,8.375,3.16666666666667,0,2,-6
16,26,630,15,2,8.375,1.85714285714286,0,2,2
17,26,630,2,6,8.375,1.875,1,1,2
18,26,630,-13,-20,7.66666666666667,1.875,0,2,-20
19,26,630,21,-15,7.66666666666667,-0.555555555555555,1,1,21
20,26,630,-2,-7,9,-0.555555555555555,0,2,-7
21,26,630,-24,-18,9,-1.2,1,1,-24
22,26,630,6,-14,6,-1.2,1,1,6
23,26,630,-13,16,6,-1.2,1,1,-13
24,26,630,11,-19,4.53846153846154,-1.2,1,1,11
25,26,630,16,10,5,-1.2,1,1,16
1,26,631,0,20,NA,NA,NA,2,20
2,26,631,13,1,NA,20,NA,2,1
3,26,631,-9,1,NA,10.5,NA,2,1
4,26,631,19,-17,NA,7.33333333333333,NA,2,-17
5,26,631,30,0,NA,1.25,NA,2,0
6,26,631,-5,-16,NA,1,NA,2,-16
7,26,631,19,-17,NA,-1.83333333333333,NA,1,19
8,26,631,12,-18,19,-1.83333333333333,1,1,12
9,26,631,2,-7,15.5,-1.83333333333333,1,1,2
10,26,631,-5,-25,11,-1.83333333333333,0,2,-25
11,26,631,11,-20,11,-5.14285714285714,1,1,11
12,26,631,-11,-29,11,-5.14285714285714,1,1,-11
13,26,631,46,26,6.6,-5.14285714285714,0,2,26
14,26,631,10,6,6.6,-1.25,1,1,10
15,26,631,-2,-29,7.16666666666667,-1.25,0,2,-29
16,26,631,-11,8,7.16666666666667,-4.33333333333333,1,1,-11
17,26,631,-11,-8,4.57142857142857,-4.33333333333333,0,2,-8
18,26,631,26,0,4.57142857142857,-4.7,1,1,26
19,26,631,21,-17,7.25,-4.7,0,2,-17
20,26,631,-13,4,7.25,-5.81818181818182,1,1,-13
21,26,631,3,9,5,-5.81818181818182,1,1,3
22,26,631,-23,11,4.8,-5.81818181818182,1,1,-23
23,26,631,-6,-13,2.27272727272727,-5.81818181818182,1,1,-6
24,26,631,-11,-18,1.58333333333333,-5.81818181818182,1,1,-11
25,26,631,19,-45,0.615384615384616,-5.81818181818182,1,1,19
1,26,632,4,-1,NA,NA,NA,2,-1
2,26,632,7,3,NA,-1,NA,2,3
3,26,632,20,7,NA,1,NA,1,20
4,26,632,49,-17,20,1,1,1,49
5,26,632,2,-3,34.5,1,1,1,2
6,26,632,-9,-8,23.6666666666667,1,0,2,-8
7,26,632,2,-2,23.6666666666667,-2,1,1,2
8,26,632,2,0,18.25,-2,1,1,2
9,26,632,0,-1,15,-2,1,1,0
10,26,632,2,9,12.5,-2,1,1,2
11,26,632,16,-11,11,-2,1,1,16
12,26,632,8,-23,11.625,-2,1,1,8
13,26,632,-3,-12,11.2222222222222,-2,1,1,-3
14,26,632,8,3,9.8,-2,0,2,3
15,26,632,14,-12,9.8,-0.75,1,1,14
16,26,632,-2,-25,10.1818181818182,-0.75,1,1,-2
17,26,632,0,-27,9.16666666666667,-0.75,1,1,0
18,26,632,-3,-2,8.46153846153846,-0.75,1,1,-3
19,26,632,0,1,7.64285714285714,-0.75,1,1,0
20,26,632,-5,-17,7.13333333333333,-0.75,1,1,-5
21,26,632,12,-10,6.375,-0.75,1,1,12
22,26,632,-7,28,6.70588235294118,-0.75,0,2,28
23,26,632,17,11,6.70588235294118,5,0,2,11
24,26,632,-12,15,6.70588235294118,6,1,1,-12
25,26,632,-9,-4,5.66666666666667,6,0,1,-9
1,26,633,15,-17,NA,NA,NA,2,-17
2,26,633,27,7,NA,-17,NA,2,7
3,26,633,-19,-10,NA,-5,NA,1,-19
4,26,633,-7,-19,-19,-5,0,1,-7
5,26,633,7,-3,-13,-5,0,1,7
6,26,633,11,-27,-6.33333333333333,-5,0,1,11
7,26,633,-10,5,-2,-5,0,2,5
8,26,633,12,-1,-2,-1.66666666666667,1,2,-1
9,26,633,0,3,-2,-1.5,1,2,3
10,26,633,-6,-1,-2,-0.6,0,1,-6
11,26,633,-24,-6,-2.8,-0.6,1,2,-6
12,26,633,17,-10,-2.8,-1.5,1,2,-10
13,26,633,13,-13,-2.8,-2.71428571428571,0,1,13
14,26,633,18,-29,-0.166666666666666,-2.71428571428571,0,2,-29
15,26,633,-3,-8,-0.166666666666666,-6,0,2,-8
16,26,633,15,-6,-0.166666666666666,-6.22222222222222,1,1,15
17,26,633,8,-45,2,-6.22222222222222,0,2,-45
18,26,633,9,16,2,-10.1,1,1,9
19,26,633,-3,4,2.875,-10.1,0,2,4
20,26,633,-19,1,2.875,-8.81818181818182,1,1,-19
21,26,633,1,-30,0.444444444444445,-8.81818181818182,0,2,-30
22,26,633,26,7,0.444444444444445,-10.5833333333333,0,2,7
23,26,633,12,13,0.444444444444445,-9.23076923076923,1,1,12
24,26,633,5,-14,1.6,-9.23076923076923,0,2,-14
25,26,633,19,1,1.6,-9.57142857142857,1,1,19
1,26,634,9,7,NA,NA,NA,1,9
2,26,634,37,-4,9,NA,NA,1,37
3,26,634,16,-5,23,NA,NA,2,-5
4,26,634,23,-7,23,-5,1,1,23
5,26,634,2,10,23,-5,1,1,2
6,26,634,9,-21,17.75,-5,1,1,9
7,26,634,43,13,16,-5,1,1,43
8,26,634,18,3,20.5,-5,1,1,18
9,26,634,10,-19,20.1428571428571,-5,0,2,-19
10,26,634,-1,-10,20.1428571428571,-12,1,1,-1
11,26,634,27,-4,17.5,-12,0,2,-4
12,26,634,2,12,17.5,-9.33333333333333,0,2,12
13,26,634,9,5,17.5,-4,1,1,9
14,26,634,-2,-25,16.5555555555556,-4,1,1,-2
15,26,634,2,-6,14.7,-4,0,2,-6
16,26,634,-14,-5,14.7,-4.4,1,1,-14
17,26,634,33,-12,12.0909090909091,-4.4,0,2,-12
18,26,634,-5,-7,12.0909090909091,-5.66666666666667,1,1,-5
19,26,634,-21,-23,10.6666666666667,-5.66666666666667,1,1,-21
20,26,634,21,-12,8.23076923076923,-5.66666666666667,1,1,21
21,26,634,1,-2,9.14285714285714,-5.66666666666667,1,1,1
22,26,634,7,1,8.6,-5.66666666666667,1,1,7
23,26,634,7,14,8.5,-5.66666666666667,0,2,14
24,26,634,12,2,8.5,-2.85714285714286,1,1,12
25,26,634,-10,-18,8.70588235294118,-2.85714285714286,1,1,-10
1,26,635,22,11,NA,NA,NA,1,22
2,26,635,-32,-3,22,NA,NA,1,-32
3,26,635,-17,-15,-5,NA,NA,1,-17
4,26,635,-4,-21,-9,NA,NA,1,-4
5,26,635,-5,-6,-7.75,NA,NA,2,-6
6,26,635,-8,-26,-7.75,-6,1,2,-26
7,26,635,-13,-13,-7.75,-16,1,1,-13
8,26,635,18,-11,-8.8,-16,1,1,18
9,26,635,22,-10,-4.33333333333333,-16,1,1,22
10,26,635,13,-8,-0.57142857142857,-16,1,1,13
11,26,635,-15,-8,1.125,-16,1,1,-15
12,26,635,-10,2,-0.666666666666666,-16,1,1,-10
13,26,635,-18,-4,-1.6,-16,0,2,-4
14,26,635,1,-6,-1.6,-12,0,2,-6
15,26,635,-8,10,-1.6,-10.5,0,2,10
16,26,635,0,-17,-1.6,-6.4,1,1,0
17,26,635,10,1,-1.45454545454546,-6.4,0,2,1
18,26,635,7,-12,-1.45454545454546,-5.16666666666667,1,1,7
19,26,635,1,-10,-0.75,-5.16666666666667,1,1,1
20,26,635,10,23,-0.615384615384615,-5.16666666666667,1,1,10
21,26,635,17,10,0.142857142857143,-5.16666666666667,0,2,10
22,26,635,-6,15,0.142857142857143,-3,0,2,15
23,26,635,2,21,0.142857142857143,-0.75,0,2,21
24,26,635,-17,-4,0.142857142857143,1.66666666666667,0,1,-17
25,26,635,17,-2,-1,1.66666666666667,1,2,-2
1,26,636,-3,-12,NA,NA,NA,2,-12
2,26,636,17,-22,NA,-12,NA,1,17
3,26,636,12,-1,17,-12,0,2,-1
4,26,636,6,1,17,-6.5,1,1,6
5,26,636,19,-15,11.5,-6.5,1,1,19
6,26,636,11,2,14,-6.5,1,1,11
7,26,636,19,9,13.25,-6.5,1,1,19
8,26,636,-9,-15,14.4,-6.5,1,1,-9
9,26,636,9,-4,10.5,-6.5,1,1,9
10,26,636,-5,14,10.2857142857143,-6.5,1,1,-5
11,26,636,3,1,8.375,-6.5,1,1,3
12,26,636,8,16,7.77777777777778,-6.5,0,2,16
13,26,636,19,17,7.77777777777778,1,1,1,19
14,26,636,19,-10,8.9,1,1,1,19
15,26,636,22,3,9.81818181818182,1,1,1,22
16,26,636,-12,6,10.8333333333333,1,1,1,-12
17,26,636,26,8,9.07692307692308,1,1,1,26
18,26,636,-3,-7,10.2857142857143,1,0,2,-7
19,26,636,38,-40,10.2857142857143,-1,1,1,38
20,26,636,19,-15,12.1333333333333,-1,0,2,-15
21,26,636,-1,-18,12.1333333333333,-3.8,1,1,-1
22,26,636,6,8,11.3125,-3.8,0,2,8
23,26,636,-2,-26,11.3125,-1.83333333333333,0,2,-26
24,26,636,42,6,11.3125,-5.28571428571429,1,1,42
25,26,636,-9,-2,13.1176470588235,-5.28571428571429,0,2,-2
1,26,637,1,10,NA,NA,NA,2,10
2,26,637,-7,7,NA,10,NA,2,7
3,26,637,-1,-15,NA,8.5,NA,1,-1
4,26,637,-10,-20,-1,8.5,1,2,-20
5,26,637,15,-6,-1,-1,NA,1,15
6,26,637,2,-8,7,-1,1,1,2
7,26,637,-8,14,5.33333333333333,-1,1,1,-8
8,26,637,1,-7,2,-1,1,1,1
9,26,637,-5,-17,1.8,-1,0,2,-17
10,26,637,22,7,1.8,-5,0,2,7
11,26,637,12,3,1.8,-2.6,0,2,3
12,26,637,-19,-10,1.8,-1.66666666666667,1,1,-19
13,26,637,-6,1,-1.66666666666667,-1.66666666666667,1,1,-6
14,26,637,14,-8,-2.28571428571429,-1.66666666666667,0,1,14
15,26,637,0,-7,-0.25,-1.66666666666667,0,2,-7
16,26,637,27,-23,-0.25,-2.42857142857143,0,2,-23
17,26,637,10,-13,-0.25,-5,0,2,-13
18,26,637,-9,-2,-0.25,-5.88888888888889,1,1,-9
19,26,637,-8,-5,-1.22222222222222,-5.88888888888889,0,2,-5
20,26,637,-14,-12,-1.22222222222222,-5.8,1,1,-14
21,26,637,-6,11,-2.5,-5.8,0,2,11
22,26,637,24,10,-2.5,-4.27272727272727,0,2,10
23,26,637,7,-12,-2.5,-3.08333333333333,1,1,7
24,26,637,26,-9,-1.63636363636364,-3.08333333333333,0,2,-9
25,26,637,-21,-5,-1.63636363636364,-3.53846153846154,1,1,-21
1,26,638,7,-6,NA,NA,NA,2,-6
2,26,638,34,5,NA,-6,NA,1,34
3,26,638,-7,13,34,-6,1,1,-7
4,26,638,-13,-37,13.5,-6,1,1,-13
5,26,638,1,-5,4.66666666666667,-6,0,2,-5
6,26,638,11,-3,4.66666666666667,-5.5,0,2,-3
7,26,638,-15,6,4.66666666666667,-4.66666666666667,1,1,-15
8,26,638,6,5,-0.25,-4.66666666666667,1,1,6
9,26,638,-24,-10,1,-4.66666666666667,1,1,-24
10,26,638,12,-29,-3.16666666666667,-4.66666666666667,0,2,-29
11,26,638,-3,-7,-3.16666666666667,-10.75,0,2,-7
12,26,638,30,-24,-3.16666666666667,-10,1,1,30
13,26,638,10,-8,1.57142857142857,-10,1,1,10
14,26,638,-7,23,2.625,-10,1,1,-7
15,26,638,-2,-15,1.55555555555555,-10,0,2,-15
16,26,638,-2,-19,1.55555555555555,-10.8333333333333,0,2,-19
17,26,638,15,-22,1.55555555555555,-12,1,1,15
18,26,638,25,-2,2.9,-12,1,1,25
19,26,638,20,-5,4.90909090909091,-12,0,2,-5
20,26,638,-5,5,4.90909090909091,-11.125,1,1,-5
21,26,638,5,-20,4.08333333333333,-11.125,1,1,5
22,26,638,-14,16,4.15384615384616,-11.125,1,1,-14
23,26,638,6,-8,2.85714285714286,-11.125,1,1,6
24,26,638,23,28,3.06666666666667,-11.125,1,1,23
25,26,638,35,-26,4.3125,-11.125,1,1,35
1,26,639,2,-18,NA,NA,NA,2,-18
2,26,639,-19,-28,NA,-18,NA,2,-28
3,26,639,-6,-11,NA,-23,NA,2,-11
4,26,639,9,-1,NA,-19,NA,2,-1
5,26,639,44,-17,NA,-14.5,NA,1,44
6,26,639,33,1,44,-14.5,1,1,33
7,26,639,-2,3,38.5,-14.5,1,1,-2
8,26,639,7,-9,25,-14.5,1,1,7
9,26,639,7,-5,20.5,-14.5,1,1,7
10,26,639,5,7,17.8,-14.5,1,1,5
11,26,639,23,-9,15.6666666666667,-14.5,1,1,23
12,26,639,17,11,16.7142857142857,-14.5,0,2,11
13,26,639,1,16,16.7142857142857,-9.4,1,1,1
14,26,639,-20,8,14.75,-9.4,0,2,8
15,26,639,7,-3,14.75,-6.5,1,1,7
16,26,639,6,-8,13.8888888888889,-6.5,0,2,-8
17,26,639,13,-34,13.8888888888889,-6.71428571428571,0,2,-34
18,26,639,-1,-3,13.8888888888889,-10.125,1,1,-1
19,26,639,4,-8,12.4,-10.125,1,1,4
20,26,639,-23,5,11.6363636363636,-10.125,1,1,-23
21,26,639,-11,-5,8.75,-10.125,1,1,-11
22,26,639,-20,11,7.23076923076923,-10.125,0,2,11
23,26,639,12,0,7.23076923076923,-7.77777777777778,1,1,12
24,26,639,19,-12,7.57142857142857,-7.77777777777778,1,1,19
25,26,639,39,-6,8.33333333333333,-7.77777777777778,1,1,39
1,26,640,23,-15,NA,NA,NA,1,23
2,26,640,5,-6,23,NA,NA,2,-6
3,26,640,19,18,23,-6,1,1,19
4,26,640,2,10,21,-6,0,2,10
5,26,640,3,21,21,2,1,1,3
6,26,640,12,-11,15,2,1,1,12
7,26,640,-3,-26,14.25,2,1,1,-3
8,26,640,-12,-16,10.8,2,0,2,-16
9,26,640,-14,-23,10.8,-4,1,1,-14
10,26,640,34,-1,6.66666666666667,-4,1,1,34
11,26,640,-14,24,10.5714285714286,-4,0,2,24
12,26,640,10,-15,10.5714285714286,3,0,2,-15
13,26,640,34,-19,10.5714285714286,-0.6,1,1,34
14,26,640,10,-37,13.5,-0.6,1,1,10
15,26,640,4,3,13.1111111111111,-0.6,0,2,3
16,26,640,-2,-3,13.1111111111111,0,0,2,-3
17,26,640,15,9,13.1111111111111,-0.428571428571429,0,2,9
18,26,640,-6,-30,13.1111111111111,0.75,0,2,-30
19,26,640,13,-14,13.1111111111111,-2.66666666666667,0,2,-14
20,26,640,24,-4,13.1111111111111,-3.8,1,1,24
21,26,640,16,6,14.2,-3.8,1,1,16
22,26,640,-7,-23,14.3636363636364,-3.8,1,1,-7
23,26,640,4,-4,12.5833333333333,-3.8,1,1,4
24,26,640,0,-13,11.9230769230769,-3.8,1,1,0
25,26,640,3,-8,11.0714285714286,-3.8,0,2,-8
1,26,641,21,-1,NA,NA,NA,2,-1
2,26,641,36,-10,NA,-1,NA,1,36
3,26,641,10,13,36,-1,1,1,10
4,26,641,-3,-10,23,-1,1,1,-3
5,26,641,-8,-19,14.3333333333333,-1,1,1,-8
6,26,641,12,-9,8.75,-1,1,1,12
7,26,641,8,10,9.4,-1,1,1,8
8,26,641,-18,-37,9.16666666666667,-1,1,1,-18
9,26,641,0,3,5.28571428571429,-1,0,2,3
10,26,641,-27,-33,5.28571428571429,1,1,1,-27
11,26,641,44,-15,1.25,1,1,1,44
12,26,641,13,4,6,1,0,2,4
13,26,641,22,-6,6,2,1,1,22
14,26,641,29,-14,7.6,2,1,1,29
15,26,641,27,-3,9.54545454545454,2,1,1,27
16,26,641,6,9,11,2,0,2,9
17,26,641,-13,-4,11,3.75,0,2,-4
18,26,641,2,16,11,2.2,1,1,2
19,26,641,13,-26,10.3076923076923,2.2,1,1,13
20,26,641,6,-7,10.5,2.2,0,2,-7
21,26,641,17,7,10.5,0.666666666666667,1,1,17
22,26,641,-2,-15,10.9333333333333,0.666666666666667,1,1,-2
23,26,641,-4,-16,10.125,0.666666666666667,1,1,-4
24,26,641,36,16,9.29411764705882,0.666666666666667,0,2,16
25,26,641,1,30,9.29411764705882,2.85714285714286,1,1,1
1,26,642,17,-2,NA,NA,NA,2,-2
2,26,642,6,-9,NA,-2,NA,2,-9
3,26,642,11,-32,NA,-5.5,NA,1,11
4,26,642,-9,-5,11,-5.5,1,1,-9
5,26,642,-1,-17,1,-5.5,1,1,-1
6,26,642,-9,13,0.333333333333333,-5.5,0,2,13
7,26,642,17,7,0.333333333333333,0.666666666666667,0,1,17
8,26,642,9,-9,4.5,0.666666666666667,0,2,-9
9,26,642,10,21,4.5,-1.75,0,2,21
10,26,642,23,-4,4.5,2.8,1,1,23
11,26,642,11,28,8.2,2.8,1,1,11
12,26,642,2,8,8.66666666666667,2.8,0,2,8
13,26,642,-1,13,8.66666666666667,3.66666666666667,1,1,-1
14,26,642,7,-23,7.28571428571429,3.66666666666667,0,2,-23
15,26,642,-4,5,7.28571428571429,-0.142857142857143,0,2,5
16,26,642,-4,15,7.28571428571429,0.5,0,2,15
